9.213467142591191816e-01,0.000000000000000000e+00,4.877084126135627397e-03,1.358403760375918911e-03,0.000000000000000000e+00,2.437269280027487897e-02,7.847031478697295750e-04,0.000000000000000000e+00,0.000000000000000000e+00,4.726040190622467219e-02
0.000000000000000000e+00,9.428918778998404138e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.558353481492145129e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.554028907379570792e-02,1.598429821144253804e-02,0.000000000000000000e+00
2.853485464989976433e-02,0.000000000000000000e+00,8.892178005257772577e-01,8.927113678925354713e-04,0.000000000000000000e+00,3.035900508036250625e-02,7.851462397165916111e-312,0.000000000000000000e+00,0.000000000000000000e+00,5.099562837606791410e-02
1.885997815848054412e-02,0.000000000000000000e+00,2.118399950996995105e-03,8.905495334985986666e-01,3.894857654796003016e-02,2.764297028749391691e-02,9.535056973780763380e-205,1.216428937242170007e-137,7.928196978695341984e-03,1.395234457777456277e-02
0.000000000000000000e+00,2.281264409639675883e-04,0.000000000000000000e+00,7.101756630548788614e-04,9.758603615219283434e-01,2.379654080826751953e-27,0.000000000000000000e+00,1.490515424398436602e-02,8.296182130068545379e-03,0.000000000000000000e+00
9.347714292520721210e-03,0.000000000000000000e+00,1.990096025983729717e-03,7.636147559358397738e-04,3.605198984804865263e-27,9.675038156451031268e-01,9.581250933070774431e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.943663418714950200e-02
1.702095645839748258e-03,0.000000000000000000e+00,2.910808960967828250e-312,1.489668203536010874e-205,0.000000000000000000e+00,5.418746883312616953e-03,9.883298245138605331e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.549332956987124643e-03
0.000000000000000000e+00,1.863216261357154401e-04,0.000000000000000000e+00,2.982291121567222671e-139,2.004128537145450500e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.773392687057350647e-01,2.433124296674662752e-03,0.000000000000000000e+00
0.000000000000000000e+00,1.332167666256026247e-03,0.000000000000000000e+00,1.351135381592454736e-03,7.754048578545900960e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.691318650010697339e-02,9.028630246665855230e-01,0.000000000000000000e+00
3.711497182227067870e-02,0.000000000000000000e+00,6.844933833849816546e-03,7.891991478670400953e-04,0.000000000000000000e+00,3.979888179723971298e-02,1.647103468840430043e-03,0.000000000000000000e+00,0.000000000000000000e+00,9.138049099299323519e-01
